tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,suggested_label,final_label,review_flag
2165577,635619,True,Thu Nov 09 07:29:29 +0000 2017,เมื่อผมกดหน้า Contact Customer Support ของ Spotify...#OMG #ffffffffff https://t.co/oNMqCTQD33,2165575,,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
699533,214408,True,Thu Nov 23 05:24:35 +0000 2017,@SpotifyCares how the fuck is possible that i see track lists adoring Charles Manson? i cannot even disable them. This is super disgusting,699531,,Content Availability,Content Availability,REVIEW
2141740,629774,True,Wed Nov 08 22:24:54 +0000 2017,"@SpotifyCares Hello, I have a problem with my mail not changing according to my facebook. The mail on my spotify account does not sync with my facebook, even though I've changed it. Also, my birthday does not sync either. I listen on a mac and iPhone. Can you help me?",2141739,,Account & Login,Account & Login,REVIEW
2484443,709758,True,Wed Nov 15 14:57:04 +0000 2017,Spotify is just trolling at this point. Two updates and no iPhone X optimization @115888,2484442,,App & Technical Issues,App & Technical Issues,
1513486,471196,True,Fri Nov 03 18:10:59 +0000 2017,@SpotifyCares Is this something that will be fixed shortly? I like seeing when exactly in the year things were released,1513488,1513485.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2306935,669235,True,Sun Nov 12 22:46:28 +0000 2017,@SpotifyCares I'm not able to access my Student Spotify Hulu account for some reason. I've already activated it but atm I cant access it.,2306934,,Account & Login,Account & Login,
1795866,539629,True,Thu Oct 12 14:37:05 +0000 2017,@SpotifyCares I’m a Premium user and I cloud play them until recently,1795865,1795867.0,Playback & Audio,Playback & Audio,
2414553,694032,True,Tue Nov 14 17:01:04 +0000 2017,"@SpotifyCares On iPhone X, the Spotify app will not resume music after taking a phone call without fully closing and restarting the app. This issue was not present when using iOS 11 on other iOS devices, so i assume it's lack of iPhone X support.",2414552,,Playback & Audio,Playback & Audio,REVIEW
1958591,581062,True,Mon Oct 30 17:49:05 +0000 2017,@SpotifyCares I  want to cancel my premium subscription before the end of month but I am running into all sorts of problems! Please help! 😭,1958590,,Premium & Subscription,Premium & Subscription,
408928,212490,True,Mon Oct 09 22:53:45 +0000 2017,"@SpotifyCares example: i have a playlist that's 1/3rd sorority noise and their songs all appear directly after each other in a block at the end ""shuffled""","408929,408930",408926.0,Playlist & Library,Playlist & Library,
1099899,379547,True,Mon Oct 23 20:13:39 +0000 2017,@115888 can you help me https://t.co/NPrvXleikm,1099898,,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2631723,743118,True,Fri Nov 17 17:55:13 +0000 2017,@115888 where is perfect velvet https://t.co/JmMl0R7zJ9,2631722,,Content Availability,Content Availability,
189820,607834,True,Sat Oct 07 15:35:52 +0000 2017,@SpotifyCares @160530 So i already have spotify student and a few nights a go i renewed my hulu account so how do i merge the two?,2055232,189818.0,How-to / General Question,How-to / General Question,REVIEW
2910924,436847,True,Tue Nov 28 20:30:21 +0000 2017,@115888 I have a question about the Family Premium Memberships,2910923,,Premium & Subscription,Premium & Subscription,
1356627,436306,True,Fri Oct 27 18:56:35 +0000 2017,@SpotifyCares It was working until today,1356626,1356628.0,App & Technical Issues,App & Technical Issues,REVIEW
1514286,378822,True,Mon Oct 16 23:02:49 +0000 2017,@SpotifyCares Your site is freezing while listening to music https://t.co/Xr11TVVjYR,1514285,,App & Technical Issues,App & Technical Issues,
2035289,601719,True,Tue Nov 07 17:44:23 +0000 2017,Hey @SpotifyCares @151631 I'm trying to find the username I opened my Spotify account with but it's a bunch of letters and numbers ☹️,2035288,,Account & Login,Account & Login,REVIEW
2691960,382883,True,Tue Nov 21 01:15:05 +0000 2017,@SpotifyCares Now that’s service! https://t.co/OMxOT0F9z3,2691961,2691959.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2251423,655879,True,Fri Nov 10 20:03:02 +0000 2017,@SpotifyCares I hope so because I use Spotify everyday and have enlisted others to use it too. Not sure how much more of a fan I can get.,2251422,2251424.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2068975,611845,True,Sun Oct 08 15:18:04 +0000 2017,@SpotifyCares Hi I've payed for premium but have a student code but it has charged me £9.99 instead of £4.99,2068974,,Billing & Payment,Billing & Payment,REVIEW
1970001,583589,True,Tue Oct 31 17:03:37 +0000 2017,@SpotifyCares This is my issue. https://t.co/Cz1UQNeQXy,"1969998,1970003",1970004.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
1378813,440991,True,Sat Oct 28 03:59:38 +0000 2017,@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend,1378811,1378817.0,Playback & Audio,Playback & Audio,REVIEW
115346,141636,True,Thu Nov 23 20:50:39 +0000 2017,"@SpotifyCares Hi, how much does it care to get your (my) artist profile verified? It's been 2/3 week since I first sended the request and I've got no email back from your team :c",115344,,How-to / General Question,How-to / General Question,REVIEW
2004934,592884,True,Sat Nov 04 02:10:13 +0000 2017,why does @115888 webplayer wanna be super difficult and not let me use my computer controls for the volume? wtf is this shit,2004933,,App & Technical Issues,App & Technical Issues,REVIEW
2602374,736510,True,Fri Nov 17 16:06:18 +0000 2017,"@SpotifyCares Hmm, so is the iPhone issue an @115858 problem or a ""Spotify is making money off the data somehow"" problem? This isn't something new.",2602375,2602373.0,App & Technical Issues,App & Technical Issues,REVIEW
2895,281526,True,Thu Nov 23 04:41:34 +0000 2017,@115888 is this legit,677082,2878.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
1521360,472890,True,Fri Nov 03 16:31:41 +0000 2017,@115888 I do not want to connect with Waze why can't I just X out of this screen!?! https://t.co/4EEIdD3AUK,1521358,,App & Technical Issues,App & Technical Issues,REVIEW
1850974,554068,True,Wed Oct 18 22:05:46 +0000 2017,@115888 why do I have a bunch of songs greyed out on my songs list??..,1850973,,Content Availability,Content Availability,
1505219,469341,True,Tue Nov 07 00:02:15 +0000 2017,@115888 why’d you delete over 500 of my songs fam?,1505218,,App & Technical Issues,App & Technical Issues,REVIEW
2063857,610386,True,Fri Oct 06 17:11:43 +0000 2017,@117153 switched credit card info to pay for my premium ended up getting charged twice &amp; premium isn't working now,2063856,,Billing & Payment,Billing & Payment,REVIEW
2447648,701627,True,Wed Nov 15 02:12:10 +0000 2017,"@SpotifyCares Fantastic, please do. Need my jazz groove so work isn't soul sucking as much. https://t.co/WRuumHFphH",2447650,2447647.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
875188,324691,True,Fri Oct 20 16:50:11 +0000 2017,"@AppleSupport @SpotifyCares Already closed spotify, when I turn it on again, goes back to the beatles song and the button ff and play don’t work",875187,875189.0,Playback & Audio,Playback & Audio,REVIEW
2738278,767248,True,Sat Nov 18 22:13:51 +0000 2017,Hey @115888 - trying to upgrade to the family plan and getting this error message! Any idea what might be happening?? https://t.co/uyprW0d8U7,2738277,,Premium & Subscription,Premium & Subscription,
777912,305722,True,Thu Oct 12 03:35:30 +0000 2017,@SpotifyCares please i need it in my country,777911,777913.0,Content Availability,Content Availability,REVIEW
1783601,535894,True,Wed Oct 11 06:07:06 +0000 2017,"Yo @SpotifyCares, can you help me change my username?? I'm over being asaginger19","1783602,1783600",,Account & Login,Account & Login,
2317026,473135,True,Mon Nov 13 06:56:53 +0000 2017,do i play christmas songs on my drive to work this morning? or will i want a bop? or will i want an all out disney sing along sesh? or to cry to bob dylan? aka why doesn’t @115888 have a shuffle all playlists option.  that is all.,2317024,,Noise / Unclassifiable,Noise / Unclassifiable,
1546237,478825,True,Sun Nov 05 02:25:24 +0000 2017,"@115888 Another day, another playlist on @115888 refusing to play any songs that are actually on my playlist...just whatever songs it wants 🤷🏼‍♀️",1546236,1546238.0,Playback & Audio,Playback & Audio,
50626,127359,True,Wed Nov 01 21:47:33 +0000 2017,@116130 please can someone tell me how to get shuffle working properly? 😂🙈 what's happened to the app?!,50624,,Playback & Audio,Playback & Audio,REVIEW
1877948,560558,True,Wed Oct 18 09:26:00 +0000 2017,@spotifycares That's on an Andriod BTW. Samsung S7,1877946,,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2629117,740372,True,Fri Nov 17 17:17:31 +0000 2017,@115888 where is the perfect velvet😔,2629115,,Content Availability,Content Availability,
782960,306899,True,Tue Oct 17 15:43:54 +0000 2017,@SpotifyCares thank you! i am on the web player.,782958,782962.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
1224223,407204,True,Mon Oct 30 04:25:25 +0000 2017,@SpotifyCares It’s set to the United States.. I live in America,1224225,1224222.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2580747,168984,True,Thu Nov 16 21:56:41 +0000 2017,"Well, my free week of spotify was nice while it lasted... Time to delete since this app is worthless without premium",2580746,,Noise / Unclassifiable,Noise / Unclassifiable,
1788076,537128,True,Thu Oct 12 15:36:08 +0000 2017,@115888 @SpotifyCares I already have a student account and want to add @115940 @hulu_support but it wants me to sign up again not sure what to do.,1788075,,Premium & Subscription,Premium & Subscription,REVIEW
321501,192596,True,Sat Oct 07 14:25:57 +0000 2017,"@SpotifyCares done, thank you.",321502,321500.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
780954,306451,True,Thu Oct 12 06:01:12 +0000 2017,@115888 @SpotifyCares what’s the presale code for @26720???,780953,,How-to / General Question,How-to / General Question,REVIEW
2054096,607509,True,Fri Oct 06 06:54:51 +0000 2017,.@31949 @SpotifyCares please help,2054094,,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2051919,606826,True,Thu Oct 05 20:46:05 +0000 2017,@SpotifyCares I can’t remember my password for Spotify or the email I used to sign up for it with and I need to cancel premium soon..advice?,2051918,,Account & Login,Account & Login,REVIEW
160517,152979,True,Fri Nov 24 15:51:55 +0000 2017,Hey @115888 how do I block a song from your Christmas playlists? https://t.co/XZJhdfwjn1,160516,,Playlist & Library,Playlist & Library,
113853,156649,True,Fri Nov 24 22:22:57 +0000 2017,@115888 What about existing customers who pay much more every month??,173634,113849.0,Billing & Payment,Billing & Payment,REVIEW
1866482,557613,True,Fri Oct 20 18:06:02 +0000 2017,@SpotifyCares how are you?,1866481,,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
1228153,408131,True,Wed Oct 25 19:16:51 +0000 2017,@115888 My music is sounding like a scratched CD! What's going on?? #premiumaccount #downloadedmusic,1228151,,Playback & Audio,Playback & Audio,
2779488,776359,True,Tue Nov 21 15:11:38 +0000 2017,@115888 where can we get the access code for Romeo Santos pre sale tickets??  I have spotify,2779487,,How-to / General Question,How-to / General Question,
1026352,362852,True,Sun Oct 22 18:30:00 +0000 2017,@115888 if I already have premium can I still switch it to the student subscription??,1026351,,Premium & Subscription,Premium & Subscription,
2714737,762081,True,Mon Nov 20 04:32:28 +0000 2017,@SpotifyCares Thanks MT. Really looking forward to options to turn off pictures of Drake and disable Drake pictures!,2714736,2714738.0,Feature Request / Feedback,Feature Request / Feedback,REVIEW
1308316,425740,True,Fri Oct 27 04:07:04 +0000 2017,@115888 This tweet released it LET’S GO!!,1308314,1308318.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
272951,181185,True,Fri Oct 06 03:57:53 +0000 2017,@SpotifyCares Device is Huawei Google Nexus 6P. Android 8.0. Spotify ver 8.4.21.508,272950,272952.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
2360613,357586,True,Mon Nov 13 20:53:27 +0000 2017,"@SpotifyCares That fixed it. Thanks.
Still strange",2360615,2360612.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
620375,267245,True,Wed Nov 22 17:30:13 +0000 2017,"@SpotifyCares Following all song of:
Singer.   Kumar Sanu

Movie.  Aashiqui 
Song.   Dheere dheere se meri (all songs)

&amp;
Movie.  Sapne Sajan Ke
Song.  Yeh dua hai meri

&amp;
Movie. Gunda Mawali
Song.  Raju Awara

Above mentioned songs are very famous. Plz upload and let me know.

Regards",620377,620374.0,Noise / Unclassifiable,Noise / Unclassifiable,
1962018,446186,True,Mon Oct 30 23:57:47 +0000 2017,@SpotifyCares Cdbaby is my distributor i have a artist page on spotify already w/ blue check,1962020,1962017.0,Noise / Unclassifiable,Noise / Unclassifiable,REVIEW
1555448,481010,True,Tue Oct 17 03:09:11 +0000 2017,@115888 im sick of your fuckin ads playin all the godamn time. Be generous and cut the amount of ads playing every fucking 3 minutes😡😡,1555447,,Ads / Free Tier,Ads / Free Tier,
1121933,294502,True,Mon Oct 23 15:44:13 +0000 2017,"Why the album not referenced on @46402 ?

https://t.co/rq6IDMfIVV

@SpotifyCares @46403",1121932,,Content Availability,Content Availability,REVIEW
