customer_tweet_id,customer_text,reply_tweet_id,reply_text
2973973,@SpotifyCares Yes please! Last year’s playlist is so much fun to look back on.,2973972,@820209 Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /JS
189899,@115888 I want to do this but what if I don't have a Hulu account would I use my Spotify information to log in?,1779510,@534669 Hi! You'll have the option to create a Hulu account when applying for the student discount. Just head here: https://t.co/PS8Iw4CrWL /BX
1056964,I encourage @115888 to build a sleep timer into the App itself... Even more I challenge you!! Haha good night !,1056963,"@369556 We hear you, Esteban! Your feedback has been noted and passed onto the team 👊🏼 /MT"
2917821,@SpotifyCares if your app deletes my music one more time I'm switching to Tidal,2917819,"@807624 Hey Hussein! Just to clarify, are you missing tracks in Your Library or those you've downloaded for offline use? /AR"
2314345,I need @115888 to update their app for iPhone X full screen compability,2314344,@671102 Hey Alan. We’re working on it as we speak. Stay tuned! /BH
2767020,Hey @115888 I really like that you support podcasts now but I really need the little bios about each ep of @77957 🙏🏼 It's part of the experience,2767019,"@773775 Hey Hanah, we appreciate your feedback! Don't worry, we'll pass this on to the right team.  Let us know if you have other questions /GK"
1297571,@SpotifyCares yes they only have the japanese versions,1297572,"@423225 We understand. We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GS"
2349701,@spotifycares I had a new card issued to me and I have been trying to update my billing on Spotify and it will not get past the continue button after I input all my info. Someone call me! I don’t want to stop my subscription #iLoveSpotify,2349699,@679178 Hey there! Does using an incognito window/private browser help at all? Let us know how it goes /TF
1233071,imma need @115888 to start offering a teacher discount.,1233070,"@409202 Hi there! We're afraid this isn't possible right now, but you can show your support for the idea here: https://t.co/DulL0Aiplj /AU"
2191420,@SpotifyCares I created a new account with a username and now it's random jumble of letters and numbers that I dont want. Please help.,2191419,@641454 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
1510602,@SpotifyCares @115888 singles from @61843 @61844 and @61845  and only showing pinegrove in New Releases....,1510601,@470618 Hey! The cavalry's here. Could you send us a screenshot of what you're seeing on your end? We'll take a look backstage /AU
2871119,@SpotifyCares WiFi with LTE assistance,2871121,"@797217 Is this happening over a private or work/public WiFi connection? If you're at home, could you try restarting your router? /CH"
2251488,When I put playlists in shuffle in @115888 it’s always the same damn shuffle. That’s not shuffle.,2251487,@655896 Hey John! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /KL
899406,@SpotifyCares I mean you guys gave a status update almost a year ago......¯\_(ツ)_/¯ https://t.co/QqjGYQ7R39,899408,"@333539 Don't worry, we're passing on all feedback to the right folks about this. In the mean time, give us a shout if anything else comes up /CH"
719467,WHY DOES SPOTIFY KEEP GETTING RID OF MY FAVORITE COUNTRY SONGS 😭😭😭😭,719466,@292184 Hey! We've just sent a DM your way. Let's carry on chatting there /NQ
1527858,@SpotifyCares the app keeps freezing.. every 2 mins,1527856,"@474386 Hey, we're here to help. What device, operating system, and Spotify version are you using? We'll see what we can suggest /RA"
76250,@SpotifyCares I just tried renewing my subscription and it charged me twice and hasn’t renewed it 🤔 sos,76249,@133060 Hey Jac! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /PK https://t.co/ldFdZRiNAt
1157920,@SpotifyCares Im not into the offer that you have now that 3months thing. I just wanna make a payment for regular sub. Why have Globe/Smart as a form of payment if i need a debit/credit card?,1157921,@392385 Could you DM us your account's username or email address? We'll take a closer look /YM https://t.co/ldFdZRiNAt
600898,"@117153 Im trying for a week to pay you guys, if you don't want my money ill look somewhere else",600897,@262535 Hi Rafael! What's happening exactly? Are you getting any specific error messages when you try subscribing? We'll see what we can suggest /NJ
1589492,"@SpotifyCares Well it depend, certains yes but other no",1589494,@140669 2: They should help with this. We're here for you if there's anything else /YM
1918086,@115888 hey spotify how come I keep hearing commercials for Georgia? I don’t live there,1918085,@323730 Hi Cat! We understand. You can show your support for ads that are better suited to you by voting here: https://t.co/K6XELyTf62 /MU
545947,@SpotifyCares @147836 Now making sure the 5 year old explicit content request doesn’t get more conments? Deleting old comments by writing them over with new ones? Getting more and more pathetic by the day! https://t.co/Q9lLa2Xrtj #SpotifyDoesNotCare,545944,"@246927 @147836 We hear you. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /AB"
2321315,"@SpotifyCares I’m using a windows laptop - browsers are Chrome &amp; Mozilla. I’ve uninstalled, reinstalled, refreshed cache etc. Nothing works! Thanks",2350981,@672687 Thanks for that info. Could you DM us your username and email address? We'll be waiting /PX https://t.co/ldFdZRiNAt
2792216,@117153 Can't get into my account on the website and iPhone app says free not premium (had premium for years!). Spotify website says bad connection/gateway or timed out.,2792215,"@779272 Hey there. We're looking into this at the moment. Thanks for reporting! Also, could you send us your account's username or email address via DM? We'll take a look under the hood /WP https://t.co/ldFdZRiNAt"
2116845,"@SpotifyCares I see it's available on Samsung watches, as standalone, so really hope to see it coming Wear.",2116846,"@494846 It's definitely something for the team to consider, so we'll be sure to pass your feedback on to the relevant folks! /MA"
1876852,. @118117 and @115888 don’t play together properly following the ios update. Volume on side of iphone no longer works. Guys?!,1876851,@560265 Hi Ed! Which version of Spotify are you using? Can you give this a try: log out from Spotify &gt; restart your device &gt; log back in? /DR
666353,@SpotifyCares I was unable to watch the ad. The audio said to tap to watch the ad but there was no option to tap/ it didn't work.,666351,@144988 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /CH
1218597,@115888 is on some BS lately. I don’t really want to select a playlist and not have a single song in the playlist play.,1218596,"@405924 Hey, help's here! Can you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM"
2552672,@SpotifyCares figure it out,2552671,"@725067 We hear you! Rest assured, your feedback will be passed on to the right folks. If you have any other questions, you know where to reach us /DR"
2797361,"@SpotifyCares Spotify Premium desktop app, Windows 10, 1.0.67.582.g19436fa3",2797363,"@78343 Thanks. Just to check, are you using Spotify Connect every time this happens or do you play directly from the speakers or your computer? /JU"
33423,@SpotifyCares why does my Spotify look like this??? https://t.co/zc8V8PLUHp,33421,@123395 Hey there! Can you let us know the iOS and Spotify versions you're using? We'll take a look backstage /RS
707073,"@115888 and music I don't know about in my history. It's like a stranger got access to my account for a while, or maybe two accounts collided. Weird",707072,@289039 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /JX https://t.co/ldFdZRiNAt
2102655,Hi @SpotifyCares! I have a few questions for you guys! is it alright I send a DM?,2102654,@620904 Hi there! We've just sent a DM your way. Let's carry on chatting there /GS
2412653,@115888 @SpotifyCares see previous x,2412652,@693585 Hi there! Can you fire over your account's username or email address via DM? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt
399544,@SpotifyCares That worked! Simple enough lol thanks!,399545,"@210457 Awesome, that's what we like to hear! If you need us again, just... https://t.co/AUc7DGJpgF /RV"
2215940,@115888 should have a “Go Live” feature. Meaning - being able to DJ &amp; people being able to listen.,2215939,"@647448 Hey! If you see how that'd be useful, suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /AR"
2285292,i literally restarted my phone and uninstalled spotify and installed it again and it's still not working so thank you demi lovato for my 3 free months of apple music,2285290,@664082 Hi! Could you let us know what's happening exactly? Are you seeing any error messages in the Spotify app? We'd love to lend a hand /LP
1622806,"@115888 why do you keep forcing suggested tracks on me?

Why can't I just shuffle my albums in peace???????",1622805,"@267236 2: here: https://t.co/XYoV3e35gj. To reduce the number of Suggested Tracks you get, try adding more songs into your playlists /JN"
558573,"@117153 hey I can't signup, no with fb and not with email",558572,@250508 Hi there. Can you let us know what's happening exactly? Are you getting any specific error messages when trying to create an account? We'll see what we can suggest /LM
431444,@115888 miss u. come to india soon,431443,@217570 1: Hey Krys! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM to be...
1699324,@SpotifyCares do you mind replying to me via DM?,1699323,@214357 We just sent you a DM. Check it out 🙂 /L
1909988,@148611 @SpotifyCares  help! I already paid for Spotify Premium thru SM bills payment but my account is still on free 😓,1909987,"@568987 Hey there, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt"
1476037,@115888 I don't know why I'm paying for an account that pisses me off,1476035,"@462675 Hey Brett, help's here! What's happening exactly? Let us know and we'll see what we can do /JP"
2594606,"@SpotifyCares Done, thanks!!!",2594608,@734706 No worries! Let us know if you have any other questions 😁 /CE
1170463,Card was charged for Student Membership but still can't get access... help @SpotifyCares,1170462,"@395286 Hey Kyle, we've just sent you a DM 🙂 /VK"
1067195,@115888 it won’t play unless I’ve save songs from the album. No I want to listen to music without saving it. So please fix this problem.,1067192,@371844 Hey Joshua! What device are you currently using? Are you getting any specific error messages when trying to play tracks? /MV
1825769,@SpotifyCares Heres the popup i get https://t.co/Skib1PEdu5,1825770,@548044 Thanks for the screenshot. We'd suggest trying again using a different browser or an incognito window. Let us know how it goes /MG
2705882,@115888 we need you here in israel https://t.co/Zpa3pWOYsx,2705881,@759936 Hi Nour! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /DD
2905927,"@SpotifyCares interested by your trial offer but wondering what you define as a ‘month’. Are we talking calendar months, 28, 30 or 31 days? https://t.co/ANwuokr8uP",2905926,"@804702 Hey Andy, We'd love to help. Your billing date will be on or around the same day of the month you first subscribe to Premium. If you ever need anything else, we're only a tweet away /AL"
2363341,@SpotifyCares ????,2363340,"@682359 Hey! We just replied to your DM with more info. Check it out, we'll continue helping you there 🙂 /BH"
708736,"Dear @116130 can we have folders for albums please? So I can put all Rap in one place, Dance in another, etc.",708735,@289431 Hey! We have some info about this here: https://t.co/GDXNemzdFq /AU
655577,"@115888 Just GREAT!! Even instrumental songs can be EXPLICIT, wow... 🙈😂😎 https://t.co/Dy25XsDWFS",655576,@275957 Hey Adriaan! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /RS
2669341,"@SpotifyCares I do not have a Spotify account, but I have been charged the last 3 months by your company. I’ve been trying to find a contact number or email for awhile now. Please tell me how to stop getting charged &amp; refunded.",2669340,"@496402 Hi Kimberley, help's here. Can you DM us the first 6 and last 4 digits of your payment card that got charged? We'll take a look backstage /NY https://t.co/ldFdZRiNAt"
163731,@SpotifyCares I've been trying to get Spotify premium for the past two days with my PayPal and it hasn't been working.,163730,@153880 Hi there! Can you send us your account's email address or username via DM? We'll take a look /GT https://t.co/ldFdZRiNAt
2952,"@SpotifyCares What keywords besides ""playlist"", ""playlists"", + ""song"" would I use?",2953,"@116393 We suggest using keywords similar to those used in the suggested idea. If you need anything else, give us a shout /RB"
1765622,"@SpotifyCares A song page loads, such as @21153's Wolves (https://t.co/Css786YWaa), and then... nothing. The main button even says ""Pause"". No sound, no time ticking to show it's attempting to play.",1765623,@237681 Thanks. Can you try clearing your browser's cache/cookies? Let us know if that makes a difference /RH
1538203,PISSED OFF THAT @115888 FUCKING CHARGED ME FULL PRICE AND TOOK ME OFF HULU ON ITS OWN BOUTTA SWITCH TO APPLE MUSIC,1538202,@476849 Hi! We've just sent a DM your way. Let's carry on chatting there /RA
698312,@SpotifyCares No it’s not good. Read my tweet again.,698313,@286584 Sorry for the confusion. Best thing to try is a reinstall by following the steps at https://t.co/EqisDMwZAT. Let us know how it goes /AR
954365,"@SpotifyCares I received one canned response, but I’m still waiting for a resolution",966904,@346452 Hey! We've just sent a DM your way. Let's carry on chatting there /JU
2641090,@115888 upload red velvet’s new album PLEASE,2641089,"@745331 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DD"
1514282,@230513 Hola! Me preguntaba si podrían poner los dos primeros álbumes de @60869 BTR y Elevate. Gracias.,1514281,"@471352 Hey Eli, help's here! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MQ"
2225627,@SpotifyCares Thank you! I have attached screenshots of my current operating system and Soptify version. Please let me know! https://t.co/WMtUDnb8T6,2225629,"@649708 Thanks. Does logging out, restarting your device, and logging back in help? Let us know how it goes /PC"
2225661,Why the new @118062 album is not available at @115888 ?,2225660,"@649716 Hi, Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /MA"
2322652,@SpotifyCares my smartphone is listing some unknown devices in the connected devices list. How can I remove it? Someone is controlling it,2322651,@673019 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt
1020908,"Hey @115888 , why the hell can't I share a playlist radio?",1020907,"@361584 Hey there! It's currently not possible, but that sounds like a great idea. Don't worry, we'll pass on the suggestion to the team 🙂 /PB"
1823938,@115888 @SpotifyCares it's been over an hour and no response.  What's up? https://t.co/wl2wCy5xQd,1823937,@547510 Hey David! Apologies for the delay. Can you send us a DM with your account's username or email address? We'll take a look backstage /CE https://t.co/ldFdZRiNAt
1247560,"@SpotifyCares Windows 8.1, almost every time I open Spotify it doesn't load any pages and I have to restart it",1247562,@412705 Hmm. Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT /NQ
1759821,@117168 do you guys have a number I can call?,1759820,@529680 We've just sent a DM your way. Let's carry on chatting there /AN
1896328,Hi there @115888! somebody stole my account by changing associated email address. You are not answering my emails... pretty dissapointing.,1896327,"@565213 Hey there, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt"
2246061,@SpotifyCares “SpotifyCares” lol,2246064,"@654611 If you ever need us again, feel free to drop us a DM. We're always here for you 🙂 /MO"
1219455,Nobody by Wonder Girls isn’t on Spotify i’m pressed @115888,1219454,@406109 Hey! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt
1342012,@SpotifyCares Do you know yelawolf - Trial By Fire will be on Spotify? It was released today.,1342011,"@432997 Hey Jack! We don't have info about this, but we’ll have it available to you as soon as it’s available to us. https://t.co/0i8GpimuDa /MV"
1823558,@115888 fix the app you keep crashing when i wanna play sf9 and honestly ?? thats so RUDE,1823556,"@547411 Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? /RH"
725751,@115888 really came through with the Presale tickets to a concert just wanna say thanks 😊 #mvp,725750,"@293848 Your welcome! If there's anything else we can do for you, we're just a tweet away /TF"
1446603,"@SpotifyCares Don't worry, Spotify is gone for good from my laptop...",1446604,"@455681 Sorry to hear you feel that way. If you need anything else, just give us a shout /PB"
1860139,@SpotifyCares This has not helped. https://t.co/qS2b9slMvi,1860140,@556087 Deep breaths! Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how you get on /MQ
1934502,@SpotifyCares hi i can’t seem to unsubscribe from spotify and i was charged $10.26 . my email is __email__,1934501,@575600 Hey! We'd suggest deleting your previous tweet as it contains your account info. Can you send it to us via DM instead? We'll be waiting /CH https://t.co/ldFdZRiNAt
696724,"@SpotifyCares.When I link my Spotify account to my Echo to play on Sonos, I can't play Spotify on my phone or desktop app",696720,"@286241 Hey Chris! Just to check, are you trying to play on your Echo and your phone/desktop at the same time? /JP"
558585,@SpotifyCares how do I switch to annual billing? The page I was sent today doesn’t seem to have any buttons :/  https://t.co/iTUtC8sAPS,558584,@250512 Hi Mike! Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt
1124161,"@SpotifyCares still having issues with Chromecast Audio, i have pinpointed it to the daily mix feature.",1124158,"@163532 Hi again! Sorry to hear that. Just to check, are you able to play other playlists fine, except for your Daily Mix? /MU"
1802797,Excuse me? My trial month isn't over yet and you're already trying to take money from me? @SpotifyCares https://t.co/Lx4ZYLl8GK,1802796,"@541700 Hey there, we'd love to help! Can you DM us your account's username or email address? We'll take a look backstage /JP https://t.co/ldFdZRiNAt"
203105,What's with all this dead space? (above the albums) @115888 https://t.co/fIDi1pxlTF,203102,"@164062 Hi! No worries, that space will condense as you scroll. About finding tunes, in Browse we have a tab for Genres &amp; Moods. Hope that helps /DH"
100185,"@117153 Are you saying I couldn't hear the music I've been listening to, the last four hours? Am I hearing deaf people?",2920606,@808322 Hey there! Everything should be running smoothly now. Let us know if you're still getting an issue /GS
609663,@SpotifyCares Did you read my tweet? I'm trying to sign up... I don't have an account.,609662,"@264937 Sorry for the confusion. Can you let us know what device, operating system, and Spotify version you're using? In the meantime, try using a different browser or an incognito window /RB"
2644208,@SpotifyCares Yeah thanks for the non-answer and disregard. I've spent a decade building my library now I'll have to seriously consider Apple.,2644210,@181049 We're sorry you feel that way. We have some more information on this here: https://t.co/Peyq1ETDeT /JU
459148,"@115888 Pls allow us to add photo's to folder covers, its currently 00:42, I have an amazing idea on how to organise my folders and playlists but cannot carry it out as you can't add photo's to folders :(",459147,@224051 Hey Ellis! We can see why this'd be useful. You can help make it happen by supporting a similar idea here: https://t.co/uB9FhuNwFq /NS
2607211,@SpotifyCares Iphone,2607214,@737547 Got it! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link /DF
2275407,@SpotifyCares y’all need to fix your app on iPhone. Constantly crashing,2275406,@661809 Hi there! We've just replied to your DM. Let's carry on chatting there /LW
2529361,@115888 can you put heartbreak in stereo back on spotify pls,2529360,@720117 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /AY
1022462,"@125633 love the new app but it’s not letting me login for some reason, tried multiple artist linked accounts 🤔",1022461,"@361938 Hey. We've made a few tweaks backstage, so this should now be fixed up. Let us know if not! /SP"
2067448,"@SpotifyCares. problem with my family premium account, cannot get any of myfamily members to join. address problem. __email__",2067447,@611363 Hi Serena! We'd suggest deleting your previous tweet that contains your email address. Can you send this via DM instead? /DR https://t.co/ldFdZRiNAt
585138,"@115888 laver vrøvl hver gang den skal afspille en reklame. Den hopper væk fra playlisten, og over på radio ud fra et tilfældigt nummer fra listen. Eller stopper helt med at spille. 
Den skriver playback fall.
Hvad kan jeg gøre?",585137,"@258117 Hey Morten! We don't offer Danish support right now, so we hope you don't mind if we reply to you in English. Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /DB"
2615429,"@SpotifyCares Hi. I have a new bank account and need to change my payment method. I have gone to do so but it won't let me past the payment page. I used to have a student subscription, but I'm no longer a student. It's still asking for my NUS card number. Can you assist please?",2615427,"@257176 Hi Katie, we're here to help. Can you DM us your account's email address? We'll check backstage /AC https://t.co/ldFdZRiNAt"
1695263,"@115888 love your service, but it's disappointing that of all my apps Spotify is one of the very few that hasn't been updated for iPhone X",1695261,@514334 Hi Aaditya! Can you tell us more about what's happening? We'd also like to know your OS and Spotify versions. We'll see what we can do /NH
938284,@SpotifyCares iPhone 8 plus on iOS 11.0.3,938285,@342426 You can head to Your Library &gt; Songs &gt; tap the 3 dots beside a track &gt; Remove. This should do the trick /MG
1902334,"‘@SpotifyCares’ getting charged but can't find account connection.'payment issues'Oct 18
Spotify P03C09B96E       Stockholm",1902333,@566932 Hey Rebecca! We suggest deleting the previous tweet since it contains sensitive info. Could you DM us instead? We'll help there /BX https://t.co/ldFdZRiNAt
1340978,"Seriously, why aren’t the KRIT or Majid Jordan albums on @116130?  @SpotifyCares",1340977,@432782 Hey Scott! Could you let us know what album are you looking for and does KRIT have a different name? We'll check things out /GU
268289,@SpotifyCares its already on there i need a manager and A&amp;R,268290,@179971 We understand. Our friends at Artist Services should be able to help you out with this. You can reach them at https://t.co/vOAHhqNTFM /NS
577394,@SpotifyCares its showing error when i am submitting my request,577393,@255909 Could you DM us a screenshot of the error by replying to our last DM we sent? /I
637771,"Querido diário, nesta tarde minha conta do Spotify foi roubada, eu fiquei desesperado, achei um link que me levou a um chat com o suporte e lá ele me ajudou a recuperar a conta. Agora está tudo de volta ao normal e eu tenho que trabalhar.",637770,@271228 Hi Leandro! We’re sorry to hear that. Check out https://t.co/QHn3okq8TV for what to do next /QI
2709271,"hello @118266 , saya sudah mencoba purchase ulang akun premium baik itu Premium, Student saya coba juga... namun ketika sudah klik lanjutkan muncul notif seperti ini saya sudah mencoba utk pakai 2 nomor CC yang berbeda namun keduanya tetap seperti ini. Mohon solusi. Tks https://t.co/U6KQsM0ptN",2709270,"@364815 Hey there! We can help out in English via Twitter, but we also have Bahasa support via email at https://t.co/ZgU70SUdKc /MT"
1772025,@SpotifyCares I believe in you guys! It’s just something I’ve always thought would be cool and I keep clicking on my fiends like I can say “cool tune” or thumbs up or whatever and then get sad about it. 😔,1772027,"@532610 Thanks for sharing your thoughts! Fingers crossed that'll be possible soon. If you have anything else in mind, just give us a shout 🙂 /RH"
171135,@SpotifyCares What's the best one?,171136,"@155923 We're afraid we don't have info about that right now. You could probably check the ratings and comments of the other users to help you decide which one you're going to get. If there's anything else, just let us know /LO"
303160,@117153 I paid for the 3 months for 9.99 its not working yet,303159,"@188364 Hi Joy, help's arrived! Could you DM us your username and email address? We'll take a closer look /JQ https://t.co/ldFdZRiNAt"
2427669,@SpotifyCares i think most of the listeners just want the original version back and don’t appreciate the fact it just changed without any warning from anyone,2427670,"@697052 Sorry to hear you feel that way. We don't have any info on this right now, but we'll let the right team know about your comments /JE"
1684799,"Mohon maaf saya sudah melakukan pembayaran namun status akun saya masih free, ada saran? Berikut saya kirimkan gambar @117153 https://t.co/fdn0znFhpv",1684798,"@511976 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /DF"
1517657,"@118797 @SpotifyCares Be seeing this, it really brings bad vibes and if I could just choose types of ads and even if I got more ads I would like it more than this",1517656,"@472101 Sorry, we didn't mean to scare you! We'll pass your feedback on to our Ads team /KL"
1412673,@115888 can you fucking stop with the random-ass songs? I'm trying to listen to John Williams wtf is this?? https://t.co/ZhjAkccKkA,1412672,"@448286 2: To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /LO"
8679,@SpotifyCares No problems with iOS.,8680,@117526 Thanks! How about connecting to a different network? Let's see if that works /PC
1708084,@SpotifyCares please get the rest of @68555 albums  @68556 🤘🤘🤘🤘,1708083,"@517602 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DF"
2898296,@642 @148611 san na po ang PIN number??? Nakailang ulit ko na to https://t.co/NTSEhz4Wvf,2898295,"@484005 Hi Kenneth! We don't have Filipino support right now, but we'll be glad to help you here. We hope you don't mind if we reply to you in English. Could you DM us your account's email address and the subscription you're trying to get? /AU https://t.co/ldFdZRiNAt"
1250617,@SpotifyCares The phone I have is a Samsung Galaxy s7 active. And I'm using this version https://t.co/a88ppYuuGZ,1250615,"@413413 Thanks. We'd suggest logging out, closing the app, and restarting your phone before trying again. Does that help? /MG"
211109,@SpotifyCares every time I go to listen to my music my phone connects to a phone that I don't know and pauses or changes my music,211108,"@166003 Hi Stephanie, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt"
1827388,Anyone else's @115888 stop playing when they open twitter? Doing my head in 😤,1827386,"@548449 Hey there, that doesn't sound cool. Could you let us know the device and operating system you're using? We'll see what we can suggest /JO"
282266,@SpotifyCares HELP!,282265,@183237 Hey there! We've just sent a DM your way. Let's carry on chatting there /AC
871327,"@SpotifyCares @115888 no, it did not work and I'm in misery for it.",871326,"@326868 Don't worry, we're not giving up yet. Can you tell us what device/OS you're using? We'll see what else we can suggest /RR"
2504266,ummmmmmmmmmm did all of t**m dr*sch's music just disappear from spotify or does the app just hate me this much https://t.co/NzxPiInt7O,2504267,@714194 Thanks! Sometimes content gets removed due to licensing changes. Hopefully we'll have them available again soon. Check this out: https://t.co/0i8GpimuDa /AR
115242,"@117153 @SpotifyCares My premium isn't working. I just bought it, and its still saying im a free account. I tried looking up a solution online, but none worked.",903037,"@334372 Hi Anon, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZRiNAt"
1962711,Get ur shit together @115888 promising me half an hour of free music and then showing me a commercial 7 minutes later,1962709,"@581976 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /KB"
2404078,@SpotifyCares I need help please!,2404076,@691538 Hi Rissa! Can you let us know what's happening exactly? We're here to help /GK
1722977,@SpotifyCares Already turned that off as I read it was a battery killer - but I primarily use Spotify just from my phone so not via connect.,1722978,@328471 Can you fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt
2822010,"@SpotifyCares can I not get Spotify premium with NUS student discount? It only directs me to UniDays which I don’t have, I only have NUS? Thanks",2822009,"@786438 Hey there! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj. If you don’t have an account with them yet, you can create one with them for free when you sign up /MA"
1677314,@115888 where’s the Jonas brothers discography??,1677313,@510201 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX
1221124,@SpotifyCares frustrated with mobile app recently,1221120,@127099 Hi Jon! That doesn't sound great. Could you give us a bit more info? We'll be happy to help /I
2210897,Can anyone explain what this 'Stranger Things Mode' is on @115888??? Never noticed it 'til playing around w/ the equalizer 😂 @118134 #StrangerThings https://t.co/62FVMLOxRW,2210896,"@646210 2: from one of the 15 Stranger Things playlists. Any questions, just give us a shout /AN"
2032805,@115888 my husband has a premium account with you but we can have it via our phone contract Vodafone can we switch our account please?,2032804,@370299 Hey Kirsty! Can you DM us the username and email address linked to your husband's account? We'd be glad to lend a hand /JX https://t.co/ldFdZRiNAt
2673242,@125633 How do I become verified?,2673241,"@752602 Hey! Check out the steps here: https://t.co/aR6VNZNfsw. If you have any questions, just head to https://t.co/p1wbtdELHu 🙂 /L"
1249137,@SpotifyCares Ok you just cancelled any further involvement with Spotify,1249138,@413073 Sorry to hear that. Your feedback has been noted and passed onto the team /JQ
883626,@SpotifyCares The podcast option has completely disappeared https://t.co/4LqeHlw3SN,883624,"@329829 Thanks for the info. Can you try tapping on Browse, and see if the Podcasts option is available there? /LM"
1558263,"Thank you, @SpotifyCares for hearing a request from all the fans ❤️ https://t.co/bjMdULIZ8Q",1558261,"@481620 @234 @481621 Hey, you're welcome! We're just a tweet away if you need anything else /KT"
1042614,@SpotifyCares i have spotify premium and if switch to family plan to add my wife am i charged the full family price or just the difference?,1042613,@366510 Hi there! Your remaining Premium time's converted when upgrading to Premium for Family. Your renewal date may be brought forward /BX
2793296,@SpotifyCares There was a mix in the Daily Mix 6 slot a couple of weeks ago that I was listening to non-stop and it just vanished on Monday morning.,2793297,@779528 Hmm. Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt
2959346,"@SpotifyCares Have users logged into my account, playing music from different devices in spanish, user name same as twitter handle. Can't reset pw (500 error), please help.",2959345,"@816774 Hey John, sorry to hear this happened. We can't seem to pull up an account that matches your Twitter handle. Can you DM us your account's email address instead? /RR https://t.co/ldFdZRiNAt"
971286,@117153  https://t.co/Q34aAm4MZE,971284,@350447 Hi Khim! Could you DM us your account's email address or username? We'll take a look backstage /AU https://t.co/ldFdZRiNAt
1458253,"@115888 please, make the lyrics available inside the app.",1458251,@458459 Hey Camilla! What device and operating system are you using Spotify on? We'll see what we can suggest /SY
937029,@SpotifyCares I would swear that y’all keep turning the “Autoplay” feature back on whenever I turn it off. Is that true?,937028,"@342134 Hey! AutoPlay shouldn't turn back on if you've already switched it off. What device, OS, and Spotify version are you using? /NS"
2016692,"Hello, I can’t login to my Spotify account because my Facebook book account has been deactivated. Can you please help? @SpotifyCares",2016691,@596384 Hey there! Help's here. Can you DM us your account's email address or username? We'll see what we can suggest /PB https://t.co/ldFdZRiNAt
371590,"@SpotifyCares Hello is it possible to message you, need to cancel my 7 day trial for premium but it's not letting me do it online.",371589,@204011 Hi! We've just sent a DM your way. Let's carry on chatting there /RA
2917883,@115888 either this or a blank screen will pop up when I try to search an artist https://t.co/O053lk4R8v,2917882,"@807647 Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS"
